Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100
UBCV,2014,W,GEOG,122,,299,"Geography, Modernity and Globalization II",Catriona Gold;Craig Eugene Jones;Craig Jones;David Frederick Ley;Debolina Majumder;Guillermo Bervejillo;James Rhatigan;James Thomas Rhatigan;Lauren Warbeck;Trevor Barnes,80,64.9625,15.80373594,91.0,5.0,9,7,7,9,8,11,6,8,9,1,5
